date,household_deposits,card_consumables,card_credit,household_loans,google_home_loan_rate_search,unemployment_rate,employed_labour_force,labour_force_participation_rate,labour_cost_index,cpi,cpi_housing_household,cpi_qq,cpi_yy,production_based_gdp,production_based_gdp_qq,production_based_gdp_yy
2017-03,157819,1944.7,4029.4,175927.0,24.0,4.9,2558.0,70.4,1146.0,1000.0,1000.0,0.0,1.7,59207.0,0.8,3.3
2017-04,159138,1886.8,3653.2,176902.0,16.0,4.9,2558.0,70.4,1146.0,1000.0,1000.0,0.0,1.7,59207.0,0.8,3.3
2017-05,159892,1889.0,3795.8,177950.0,11.0,4.9,2558.0,70.4,1146.0,1000.0,1000.0,0.0,1.7,59207.0,0.8,3.3
2017-06,160707,1834.5,3648.4,178839.0,16.0,4.7,2606.0,71.2,1153.0,1005.0,1010.0,0.5,1.9,60209.0,0.8,3.1
2017-07,161098,1878.3,3755.7,179175.0,16.0,4.7,2606.0,71.2,1153.0,1005.0,1010.0,0.5,1.9,60209.0,0.8,3.1
2017-08,161830,1909.9,3798.7,180152.0,25.0,4.7,2606.0,71.2,1153.0,1005.0,1010.0,0.5,1.9,60209.0,0.8,3.1
2017-09,162922,1886.6,3747.5,181171.0,22.0,4.5,2622.0,71.2,1158.0,1006.0,1016.0,0.1,1.6,64199.0,0.9,3.7
2017-10,164316,1984.7,4016.1,182167.0,21.0,4.5,2622.0,71.2,1158.0,1006.0,1016.0,0.1,1.6,64199.0,0.9,3.7
2017-11,165332,2015.5,4299.1,183111.0,15.0,4.5,2622.0,71.2,1158.0,1006.0,1016.0,0.1,1.6,64199.0,0.9,3.7
2017-12,166836,2368.5,4916.1,184439.0,23.0,4.4,2635.0,71.1,1162.0,1011.0,1022.0,0.5,1.1,61099.0,1.0,3.4
2018-01,166332,1995.1,4244.1,185358.0,21.0,4.4,2635.0,71.1,1162.0,1011.0,1022.0,0.5,1.1,61099.0,1.0,3.4
2018-02,167001,1867.2,4061.6,186217.0,15.0,4.4,2635.0,71.1,1162.0,1011.0,1022.0,0.5,1.1,61099.0,1.0,3.4
2018-03,168973,2110.9,4438.8,187380.0,7.0,4.6,2653.0,71.2,1168.0,1015.0,1031.0,0.4,1.5,61441.0,1.0,3.8
2018-04,169595,1890.4,4019.2,188431.0,10.0,4.6,2653.0,71.2,1168.0,1015.0,1031.0,0.4,1.5,61441.0,1.0,3.8
2018-05,170096,1976.0,4163.1,189628.0,19.0,4.6,2653.0,71.2,1168.0,1015.0,1031.0,0.4,1.5,61441.0,1.0,3.8
2018-06,171530,1911.6,4008.1,190790.0,20.0,4.0,2675.0,71.1,1174.0,1024.0,1042.0,0.9,1.9,62116.0,0.1,3.2
2018-07,172677,1950.5,4129.5,191628.0,16.0,4.0,2675.0,71.1,1174.0,1024.0,1042.0,0.9,1.9,62116.0,0.1,3.2
2018-08,173139,1999.8,4214.8,192821.0,13.0,4.0,2675.0,71.1,1174.0,1024.0,1042.0,0.9,1.9,62116.0,0.1,3.2
2018-09,174173,1977.2,4151.0,193714.0,22.0,4.3,2678.0,70.9,1180.0,1025.0,1047.0,0.1,1.9,66490.0,1.5,3.6
2018-10,175555,2082.0,4480.3,194690.0,23.0,4.3,2678.0,70.9,1180.0,1025.0,1047.0,0.1,1.9,66490.0,1.5,3.6
2018-11,175311,2098.6,4686.7,196128.0,30.0,4.3,2678.0,70.9,1180.0,1025.0,1047.0,0.1,1.9,66490.0,1.5,3.6
2018-12,177144,2447.2,5176.7,197209.0,15.0,4.2,2670.0,70.6,1185.0,1026.0,1053.0,0.1,1.5,63160.0,0.9,3.4
2019-01,176427,2097.6,4561.0,198100.0,19.0,4.2,2670.0,70.6,1185.0,1026.0,1053.0,0.1,1.5,63160.0,0.9,3.4
2019-02,176913,1967.1,4304.0,199141.0,16.0,4.2,2670.0,70.6,1185.0,1026.0,1053.0,0.1,1.5,63160.0,0.9,3.4
2019-03,177980,2154.7,4602.3,200279.0,19.0,4.1,2686.0,70.6,1193.0,1032.0,1060.0,0.6,1.7,63087.0,0.0,2.7
2019-04,179575,2028.7,4286.4,201339.0,19.0,4.1,2686.0,70.6,1193.0,1032.0,1060.0,0.6,1.7,63087.0,0.0,2.7
2019-05,180300,2068.3,4382.3,202824.0,30.0,4.1,2686.0,70.6,1193.0,1032.0,1060.0,0.6,1.7,63087.0,0.0,2.7
2019-06,180797,1974.9,4150.0,203996.0,19.0,4.1,2696.0,70.6,1202.0,1039.0,1073.0,0.7,1.5,64242.0,0.8,3.4
2019-07,181746,2011.0,4304.6,204792.0,25.0,4.1,2696.0,70.6,1202.0,1039.0,1073.0,0.7,1.5,64242.0,0.8,3.4
2019-08,181773,2086.3,4389.5,206192.0,30.0,4.1,2696.0,70.6,1202.0,1039.0,1073.0,0.7,1.5,64242.0,0.8,3.4
2019-09,182993,2025.4,4278.6,207286.0,26.0,4.1,2705.0,70.4,1211.0,1044.0,1078.0,0.5,1.9,68251.0,1.0,2.6
2019-10,183839,2154.4,4619.8,208353.0,19.0,4.1,2705.0,70.4,1211.0,1044.0,1078.0,0.5,1.9,68251.0,1.0,2.6
2019-11,184139,2203.6,4928.7,209849.0,25.0,4.1,2705.0,70.4,1211.0,1044.0,1078.0,0.5,1.9,68251.0,1.0,2.6
2019-12,184985,2535.3,5445.0,211124.0,17.0,4.2,2733.0,70.7,1215.0,1052.0,1088.0,0.8,2.5,63503.0,-1.1,0.5
2020-01,184021,2179.7,4779.5,212199.0,21.0,4.2,2733.0,70.7,1215.0,1052.0,1088.0,0.8,2.5,63503.0,-1.1,0.5
2020-02,184486,2162.4,4652.9,213218.0,19.0,4.2,2733.0,70.7,1215.0,1052.0,1088.0,0.8,2.5,63503.0,-1.1,0.5
2020-03,189001,2638.0,4399.4,213652.0,50.0,4.1,2724.0,70.0,1218.0,1047.0,1094.0,-0.5,1.5,56953.0,-10.4,-9.7
2020-04,192694,2212.0,2607.1,212061.0,24.0,4.1,2724.0,70.0,1218.0,1047.0,1094.0,-0.5,1.5,56953.0,-10.4,-9.7
2020-05,194046,2319.7,4434.1,213406.0,48.0,4.1,2724.0,70.0,1218.0,1047.0,1094.0,-0.5,1.5,56953.0,-10.4,-9.7
2020-06,195087,2182.0,4783.7,214458.0,41.0,5.2,2699.0,70.1,1225.0,1054.0,1101.0,0.7,1.4,65687.0,14.1,2.2
2020-07,196334,2257.9,4965.4,215708.0,31.0,5.2,2699.0,70.1,1225.0,1054.0,1101.0,0.7,1.4,65687.0,14.1,2.2
2020-08,197508,2349.0,4620.3,217006.0,32.0,5.2,2699.0,70.1,1225.0,1054.0,1101.0,0.7,1.4,65687.0,14.1,2.2
2020-09,200245,2255.8,4984.3,217580.0,26.0,4.9,2714.0,70.2,1230.0,1059.0,1106.0,0.5,1.4,69210.0,0.4,1.4
2020-10,201641,2367.5,5251.3,219484.0,39.0,4.9,2714.0,70.2,1230.0,1059.0,1106.0,0.5,1.4,69210.0,0.4,1.4
2020-11,200978,2327.9,5360.2,221632.0,30.0,4.9,2714.0,70.2,1230.0,1059.0,1106.0,0.5,1.4,69210.0,0.4,1.4
2020-12,203088,2730.1,6015.2,223637.0,25.0,4.6,2732.0,70.4,1235.0,1068.0,1116.0,0.8,1.5,66437.0,2.1,4.6
2021-01,201927,2297.7,4994.2,225145.0,27.0,4.6,2732.0,70.4,1235.0,1068.0,1116.0,0.8,1.5,66437.0,2.1,4.6
2021-02,201574,2128.0,4599.7,226762.0,30.0,4.6,2732.0,70.4,1235.0,1068.0,1116.0,0.8,1.5,66437.0,2.1,4.6
2021-03,204772,2328.4,5136.6,228895.0,36.0,4.0,2756.0,70.6,1244.0,1082.0,1137.0,1.3,3.3,67201.0,0.9,18.0
2021-04,204937,2227.0,5080.2,231074.0,23.0,4.0,2756.0,70.6,1244.0,1082.0,1137.0,1.3,3.3,67201.0,0.9,18.0
2021-05,203980,2299.2,5308.2,233466.0,31.0,4.0,2756.0,70.6,1244.0,1082.0,1137.0,1.3,3.3,67201.0,0.9,18.0
2021-06,205814,2235.7,5218.5,235561.0,40.0,3.3,2799.0,71.1,1254.0,1106.0,1167.0,2.2,4.9,65082.0,-4.2,-0.9
2021-07,206194,2327.2,5541.0,237790.0,38.0,3.3,2799.0,71.1,1254.0,1106.0,1167.0,2.2,4.9,65082.0,-4.2,-0.9
2021-08,207060,2500.6,4398.0,238446.0,35.0,3.3,2799.0,71.1,1254.0,1106.0,1167.0,2.2,4.9,65082.0,-4.2,-0.9
2021-09,209121,2390.8,4522.5,240263.0,26.0,3.2,2799.0,71.0,1262.0,1122.0,1190.0,1.4,5.9,70928.0,4.0,2.5
2021-10,210383,2523.9,5229.4,242384.0,42.0,3.2,2799.0,71.0,1262.0,1122.0,1190.0,1.4,5.9,70928.0,4.0,2.5
2021-11,211961,2473.4,5849.3,243132.0,44.0,3.2,2799.0,71.0,1262.0,1122.0,1190.0,1.4,5.9,70928.0,4.0,2.5
2021-12,216679,2897.7,6736.8,245091.0,28.0,3.3,2795.0,71.0,1272.0,1142.0,1212.0,1.8,6.9,66768.0,0.0,0.5
2022-01,215671,2512.2,5633.0,246338.0,39.0,3.3,2795.0,71.0,1272.0,1142.0,1212.0,1.8,6.9,66768.0,0.0,0.5
2022-02,216533,2210.1,4979.4,247409.0,34.0,3.3,2795.0,71.0,1272.0,1142.0,1212.0,1.8,6.9,66768.0,0.0,0.5
2022-03,218862,2423.7,5569.6,248423.0,39.0,3.3,2786.0,70.9,1286.0,1161.0,1240.0,1.7,7.3,67737.0,1.1,0.8
2022-04,219449,2369.3,5602.4,249397.0,47.0,3.3,2786.0,70.9,1286.0,1161.0,1240.0,1.7,7.3,67737.0,1.1,0.8
2022-05,220128,2379.6,5866.1,250331.0,63.0,3.3,2786.0,70.9,1286.0,1161.0,1240.0,1.7,7.3,67737.0,1.1,0.8
2022-06,222389,2300.3,5729.4,251175.0,48.0,3.3,2827.0,71.7,1300.0,1186.0,1269.0,2.2,7.2,69804.0,2.1,7.3
2022-07,223204,2405.6,5918.6,251914.0,45.0,3.3,2827.0,71.7,1300.0,1186.0,1269.0,2.2,7.2,69804.0,2.1,7.3
2022-08,223846,2423.9,5910.9,252672.0,41.0,3.3,2827.0,71.7,1300.0,1186.0,1269.0,2.2,7.2,69804.0,2.1,7.3
2022-09,224962,2437.1,6003.2,253680.0,37.0,3.4,2842.0,71.8,1314.0,1203.0,1285.0,1.4,7.2,73079.0,0.0,3.0
2022-10,225237,2602.2,6359.3,254678.0,54.0,3.4,2842.0,71.8,1314.0,1203.0,1285.0,1.4,7.2,73079.0,0.0,3.0
2022-11,226277,2604.2,6591.1,255998.0,45.0,3.4,2842.0,71.8,1314.0,1203.0,1285.0,1.4,7.2,73079.0,0.0,3.0
2022-12,228219,3131.5,7362.3,257045.0,34.0,3.5,2877.0,72.1,1327.0,1218.0,1298.0,1.2,6.7,68793.0,-0.2,3.0
2023-01,227164,2601.4,6302.9,257666.0,39.0,3.5,2877.0,72.1,1327.0,1218.0,1298.0,1.2,6.7,68793.0,-0.2,3.0
2023-02,227845,2476.7,5989.6,258196.0,48.0,3.5,2877.0,72.1,1327.0,1218.0,1298.0,1.2,6.7,68793.0,-0.2,3.0
2023-03,229341,2721.2,6736.1,258968.0,47.0,3.7,2906.0,72.4,1341.0,1231.0,1314.0,1.1,6.0,69577.0,0.8,2.7
2023-04,230505,2610.9,6223.1,259685.0,52.0,3.7,2906.0,72.4,1341.0,1231.0,1314.0,1.1,6.0,69577.0,0.8,2.7
2023-05,231319,2604.9,6282.2,260567.0,43.0,3.7,2906.0,72.4,1341.0,1231.0,1314.0,1.1,6.0,69577.0,0.8,2.7
2023-06,232793,2550.3,6258.8,261846.0,49.0,3.9,2907.0,72.0,1356.0,1253.0,1336.0,1.8,5.6,70242.0,0.1,0.6
2023-07,234597,2611.8,6261.0,262631.0,54.0,3.9,2907.0,72.0,1356.0,1253.0,1336.0,1.8,5.6,70242.0,0.1,0.6
2023-08,235859,2627.9,6343.6,263506.0,46.0,3.9,2907.0,72.0,1356.0,1253.0,1336.0,1.8,5.6,70242.0,0.1,0.6
2023-09,236931,2592.8,6221.6,264486.0,40.0,4.0,2918.0,71.9,1370.0,1259.0,1347.0,0.5,4.7,73729.0,0.2,0.9
2023-10,238508,2702.3,6452.4,265547.0,40.0,4.0,2918.0,71.9,1370.0,1259.0,1347.0,0.5,4.7,73729.0,0.2,0.9
2023-11,239720,2756.1,6929.9,266747.0,38.0,4.0,2918.0,71.9,1370.0,1259.0,1347.0,0.5,4.7,73729.0,0.2,0.9
2023-12,241651,3225.3,7559.5,267118.0,34.0,4.4,2904.0,71.5,1382.0,1267.0,1357.0,0.6,4.0,69729.0,0.1,1.4
2024-01,241601,2719.3,6649.7,267714.0,41.0,4.4,2904.0,71.5,1382.0,1267.0,1357.0,0.6,4.0,69729.0,0.1,1.4
2024-02,241521,2623.6,6369.7,268423.0,43.0,4.4,2904.0,71.5,1382.0,1267.0,1357.0,0.6,4.0,69729.0,0.1,1.4
2024-03,243724,2780.7,6638.1,269428.0,50.0,4.7,2909.0,71.6,1398.0,1272.0,1372.0,0.4,3.3,69218.0,-0.9,-0.5
2024-04,244678,2607.4,6247.5,270105.0,44.0,4.7,2909.0,71.6,1398.0,1272.0,1372.0,0.4,3.3,69218.0,-0.9,-0.5
2024-05,246113,2667.4,6335.2,271110.0,43.0,4.7,2909.0,71.6,1398.0,1272.0,1372.0,0.4,3.3,69218.0,-0.9,-0.5
2024-06,246323,2565.0,6170.5,271950.0,34.0,4.9,2890.0,71.1,1407.0,1280.0,1398.0,0.6,2.2,68989.0,-1.1,-1.8
2024-07,249798,2607.1,6403.2,272323.0,62.0,4.9,2890.0,71.1,1407.0,1280.0,1398.0,0.6,2.2,68989.0,-1.1,-1.8
2024-08,249292,2687.8,6482.2,273228.0,84.0,4.9,2890.0,71.1,1407.0,1280.0,1398.0,0.6,2.2,68989.0,-1.1,-1.8
2024-09,252804,2585.8,6279.6,274422.0,56.0,5.1,2884.0,70.9,1415.0,1287.0,1405.0,0.5,2.2,72677.0,0.4,-1.4
2024-10,254519,2742.8,6756.8,275604.0,89.0,5.1,2884.0,70.9,1415.0,1287.0,1405.0,0.5,2.2,72677.0,0.4,-1.4
2024-11,255452,2777.0,7084.3,277046.0,73.0,5.1,2884.0,70.9,1415.0,1287.0,1405.0,0.5,2.2,72677.0,0.4,-1.4
2024-12,259102,3256.0,7947.2,278315.0,42.0,5.1,2884.0,70.7,1422.0,1299.0,1415.0,0.9,2.5,69365.0,0.9,-0.5
2025-01,258392,2736.5,7012.9,279241.0,63.0,5.1,2884.0,70.7,1422.0,1299.0,1415.0,0.9,2.5,69365.0,0.9,-0.5
2025-02,258651,2565.6,6456.8,280057.0,100.0,5.1,2884.0,70.7,1422.0,1299.0,1415.0,0.9,2.5,69365.0,0.9,-0.5
2025-03,259664,2807.8,6589.9,281293.0,55.0,5.2,2882.0,70.5,1431.0,1306.0,1427.0,0.5,2.7,68768.0,-0.9,-0.7
2025-04,262134,2677.0,6200.2,282331.0,76.0,5.2,2882.0,70.5,1431.0,1306.0,1427.0,0.5,2.7,68768.0,-0.9,-0.7
2025-05,262271,2748.3,6342.0,283756.0,62.0,5.2,2882.0,70.5,1431.0,1306.0,1427.0,0.5,2.7,68768.0,-0.9,-0.7
2025-06,263142,2618.7,6067.1,284869.0,60.0,,,,,,,,,,,
2025-07,265225,2728.4,6350.6,285550.0,73.0,,,,,,,,,,,
2025-08,264548,2774.1,6364.4,286932.0,55.0,,,,,,,,,,,
