date,household_deposits,floating_mortgage_rate,six_month_term_deposit,average_weekly_earnings,ocr,activity_index,unemployment_rate,labour_force,labour_force_participation_rate,working_age_population,labour_cost_index,total_card_transactions,card_credit,card_debit,card_consumables,card_durables,card_hospitality,card_services,card_apparel,card_motor_vehicles_excl_fuel,card_fuel,card_non_retail_excl_services,gold_price,production_based_gdp,expenditure_based_gdp,nzd_usd,nzd_aud,nzd_jpy,nzd_cny,perception_curr_inflation_median_perc,perception_curr_inflation_mean_perc,expected_1_year_inflation_median_perc,expected_1_year_inflation_mean_perc,interest_rate_google,mortgage_rate_google,term_deposit_rate_google,home_loan_rate_google,ocr_google,reserve_bank_rates_google,how_to_save_money_google,cpi,cpi_food,cpi_housing_household,cpi_transport,cpi_petrol,cpi_excl_petrol,hpi,ppi_input,ppi_output,household_loans
2018-09,174173.0,5.85,3.25,1056.75,1.75,2.193913612,4.0,2787.0,71.1,3922.0,1174.0,7484.3,4151.0,3333.3,1977.2,1303.0,1083.0,291.8,290.4,177.0,640.5,1718.6,1198.39,62116.0,61130.0,0.65948,0.91601,73.81528,4.52054,1.7,2.3,3.0,3.3,39.0,0.0,21.0,22.0,7.0,0.0,59.0,1024.0,1013.0,1042.0,1043.0,1166.0,1018.0,2495.0,1140.0,1157.0,193714.0
2018-10,175555.0,5.85,3.26,1060.6866666666667,1.75,2.492559209,4.1,2792.0,71.03333333333333,3931.6666666666665,1176.0,8007.7,4480.3,3527.4,2082.0,1447.3,1131.4,312.8,319.4,185.3,681.7,1844.8,1215.39,63574.0,63141.666666666664,0.65296,0.91852,73.6853,4.51818,1.7,2.3,3.0,3.2666666666666666,45.0,0.0,25.0,23.0,6.0,0.0,66.0,1024.3333333333333,1008.6666666666666,1043.6666666666667,1047.3333333333333,1163.6666666666667,1018.6666666666666,2502.3333333333335,1147.0,1160.3333333333333,194690.0
2018-11,175311.0,5.85,3.26,1064.6233333333332,1.75,1.499912404,4.2,2797.0,70.96666666666667,3941.3333333333335,1178.0,8267.2,4686.7,3580.5,2098.6,1582.3,1181.4,328.1,352.0,193.8,640.3,1887.4,1220.65,65032.0,65153.333333333336,0.67653,0.93413,76.65824,4.69558,1.7,2.3,3.0,3.2333333333333334,41.0,0.0,27.0,30.0,4.0,0.0,75.0,1024.6666666666667,1004.3333333333334,1045.3333333333333,1051.6666666666667,1161.3333333333333,1019.3333333333334,2509.6666666666665,1154.0,1163.6666666666667,196128.0
2018-12,177144.0,5.85,3.26,1068.56,1.75,1.302114152,4.3,2802.0,70.9,3951.0,1180.0,9221.8,5176.7,4045.1,2447.2,2061.6,1277.9,328.5,485.3,197.4,621.7,1799.1,1250.4,66490.0,67165.0,0.68287,0.95023,76.81563,4.70398,1.7,2.3,3.0,3.2,26.0,0.0,21.0,15.0,3.0,0.0,56.0,1025.0,1000.0,1047.0,1056.0,1159.0,1020.0,2517.0,1161.0,1167.0,197209.0
2019-01,176427.0,5.85,3.26,1074.65,1.75,2.204795654,4.266666666666667,2798.3333333333335,70.8,3952.3333333333335,1181.6666666666667,7968.1,4561.0,3407.1,2097.6,1402.3,1243.4,286.6,320.0,187.6,589.7,1837.7,1291.75,65379.666666666664,66454.0,0.67763,0.94783,73.75417,4.60101,1.7,2.2666666666666666,2.7333333333333334,3.1333333333333333,33.0,0.0,26.0,19.0,3.0,12.0,76.0,1025.3333333333333,1004.0,1049.0,1042.6666666666667,1132.0,1021.3333333333334,2520.0,1157.6666666666667,1165.0,198100.0
2019-02,176913.0,5.85,3.26,1080.74,1.75,2.808587154,4.233333333333333,2794.6666666666665,70.7,3953.6666666666665,1183.3333333333333,7521.2,4304.0,3217.2,1967.1,1257.5,1162.4,284.0,282.0,178.8,557.5,1828.3,1320.07,64269.333333333336,65743.0,0.68347,0.95702,75.41781,4.60503,1.7,2.2333333333333334,2.466666666666667,3.066666666666667,33.0,0.0,27.0,16.0,5.0,0.0,49.0,1025.6666666666667,1008.0,1051.0,1029.3333333333333,1105.0,1022.6666666666666,2523.0,1154.3333333333333,1163.0,199141.0
2019-03,177980.0,5.85,3.26,1086.83,1.75,2.074036803,4.2,2791.0,70.6,3955.0,1185.0,8132.2,4602.3,3530.0,2154.7,1362.5,1266.5,315.8,319.6,194.5,617.9,1894.8,1300.9,63159.0,65032.0,0.68317,0.96503,75.94709,4.58418,1.7,2.2,2.2,3.0,43.0,0.0,17.0,19.0,5.0,9.0,65.0,1026.0,1012.0,1053.0,1016.0,1078.0,1024.0,2526.0,1151.0,1161.0,200279.0
2019-04,179575.0,5.85,3.26,1086.1033333333332,1.75,1.944630062,4.133333333333334,2795.6666666666665,70.6,3960.6666666666665,1187.6666666666667,7671.2,4286.4,3384.7,2028.7,1346.4,1152.3,286.1,334.0,174.8,587.5,1758.7,1285.91,63134.333333333336,64920.0,0.67303,0.94624,75.11021,4.52073,1.7,2.166666666666667,2.2,2.933333333333333,35.0,0.0,21.0,19.0,5.0,12.0,42.0,1028.0,1014.0,1055.3333333333333,1018.3333333333334,1099.0,1025.0,2523.3333333333335,1152.0,1162.6666666666667,201339.0
2019-05,180300.0,5.73,3.17,1085.3766666666668,1.5,1.40265511,4.066666666666666,2800.3333333333335,70.6,3966.3333333333335,1190.3333333333333,7953.8,4382.3,3571.5,2068.3,1360.5,1126.1,329.5,333.7,193.1,604.1,1935.7,1283.7,63109.666666666664,64808.0,0.6563,0.94447,72.25363,4.49575,1.7,2.1333333333333333,2.2,2.8666666666666667,48.0,0.0,33.0,30.0,15.0,18.0,59.0,1030.0,1016.0,1057.6666666666667,1020.6666666666666,1120.0,1026.0,2520.6666666666665,1153.0,1164.3333333333333,202824.0
2019-06,180797.0,5.73,3.16,1084.65,1.5,1.028778686,4.0,2805.0,70.6,3972.0,1193.0,7491.7,4150.0,3341.7,1974.9,1326.2,1082.2,291.4,324.6,178.0,550.4,1761.6,1359.04,63085.0,64696.0,0.65969,0.95011,71.26497,4.553,1.7,2.1,2.2,2.8,40.0,0.0,28.0,19.0,8.0,11.0,55.0,1032.0,1018.0,1060.0,1023.0,1141.0,1027.0,2518.0,1154.0,1166.0,203996.0
2019-07,181746.0,5.73,3.06,1086.6533333333334,1.5,0.983341909,4.033333333333333,2809.3333333333335,70.6,3978.6666666666665,1196.0,7785.9,4304.6,3481.3,2011.0,1332.3,1133.3,329.4,297.4,192.7,562.2,1924.9,1412.89,63470.0,64282.666666666664,0.66842,0.95665,72.3204,4.59684,1.7,2.1333333333333333,2.2,2.833333333333333,42.0,0.0,33.0,25.0,8.0,10.0,72.0,1034.3333333333333,1022.3333333333334,1064.3333333333333,1024.3333333333333,1138.0,1029.6666666666667,2533.6666666666665,1158.0,1170.3333333333333,204792.0
2019-08,181773.0,5.26,2.82,1088.6566666666668,1.0,1.242852832,4.066666666666666,2813.6666666666665,70.6,3985.3333333333335,1199.0,7960.1,4389.5,3570.5,2086.3,1349.5,1158.1,326.8,300.1,198.1,569.9,1968.3,1500.41,63855.0,63869.333333333336,0.64363,0.95027,68.39914,4.5445,1.7,2.166666666666667,2.2,2.8666666666666667,54.0,0.0,27.0,30.0,23.0,40.0,53.0,1036.6666666666667,1026.6666666666667,1068.6666666666667,1025.6666666666667,1135.0,1032.3333333333333,2549.3333333333335,1162.0,1174.6666666666667,206192.0
2019-09,182993.0,5.26,2.79,1090.66,1.0,1.295411335,4.1,2818.0,70.6,3992.0,1202.0,7653.5,4278.6,3375.0,2025.4,1339.4,1126.1,307.2,280.7,187.4,555.7,1828.8,1510.58,64240.0,63456.0,0.63415,0.9321,68.13932,4.51404,1.7,2.2,2.2,2.9,45.0,0.0,15.0,26.0,11.0,0.0,72.0,1039.0,1031.0,1073.0,1027.0,1132.0,1035.0,2565.0,1166.0,1179.0,207286.0
2019-10,183839.0,5.26,2.73,1094.1966666666667,1.0,1.611545249,4.1,2821.6666666666665,70.53333333333333,4000.6666666666665,1205.0,8252.1,4619.8,3632.4,2154.4,1493.3,1199.8,333.9,316.9,196.6,595.8,1958.4,1494.81,65576.33333333333,65268.333333333336,0.63345,0.93258,68.48878,4.49776,1.7,2.166666666666667,2.033333333333333,2.6999999999999997,45.0,0.0,34.0,19.0,10.0,10.0,63.0,1040.6666666666667,1029.0,1074.6666666666667,1034.3333333333333,1138.0,1036.6666666666667,2587.6666666666665,1166.6666666666667,1181.0,208353.0
2019-11,184139.0,5.26,2.65,1097.7333333333331,1.0,1.727431731,4.1,2825.3333333333335,70.46666666666667,4009.3333333333335,1208.0,8630.1,4928.7,3701.4,2203.6,1728.2,1258.6,344.9,365.4,204.2,609.9,1912.2,1470.79,66912.66666666667,67080.66666666667,0.63986,0.93707,69.63679,4.49147,1.7,2.1333333333333333,1.8666666666666667,2.5,39.0,0.0,23.0,25.0,20.0,27.0,56.0,1042.3333333333333,1027.0,1076.3333333333333,1041.6666666666667,1144.0,1038.3333333333333,2610.3333333333335,1167.3333333333333,1183.0,209849.0
2019-12,184985.0,5.26,2.63,1101.27,1.0,2.210013629,4.1,2829.0,70.4,4018.0,1211.0,9575.1,5445.0,4130.1,2535.3,2210.7,1340.4,351.4,478.5,208.7,632.4,1814.4,1479.13,68249.0,68893.0,0.65852,0.95795,71.8765,4.62337,1.7,2.1,1.7,2.3,31.0,0.0,25.0,17.0,4.0,0.0,48.0,1044.0,1025.0,1078.0,1049.0,1150.0,1040.0,2633.0,1168.0,1185.0,211124.0
2020-01,184021.0,5.26,2.63,1106.3566666666666,1.0,1.543917606,4.133333333333333,2840.6666666666665,70.5,4028.6666666666665,1212.3333333333333,8299.4,4779.5,3519.9,2179.7,1490.5,1315.7,302.8,317.2,195.2,608.8,1886.3,1560.67,66666.33333333333,67693.0,0.66069,0.963,72.22841,4.57169,1.7,2.1666666666666665,1.8666666666666667,2.4,34.0,0.0,23.0,21.0,4.0,0.0,74.0,1046.6666666666667,1031.6666666666667,1081.3333333333333,1043.0,1141.0,1043.3333333333333,2662.6666666666665,1167.0,1185.3333333333333,212199.0
2020-02,184486.0,5.26,2.64,1111.4433333333334,1.0,1.99696833,4.166666666666667,2852.3333333333335,70.60000000000001,4039.3333333333335,1213.6666666666667,8109.3,4652.9,3456.4,2162.4,1411.2,1249.8,301.6,287.4,189.4,588.7,1915.3,1597.1,65083.666666666664,66493.0,0.63956,0.95903,70.37372,4.47369,1.7,2.2333333333333334,2.033333333333333,2.5,40.0,0.0,33.0,19.0,8.0,10.0,41.0,1049.3333333333333,1038.3333333333333,1084.6666666666667,1037.0,1132.0,1046.6666666666667,2692.3333333333335,1166.0,1185.6666666666667,213218.0
2020-03,189001.0,4.5,2.43,1116.53,0.25,-2.654001698,4.2,2864.0,70.7,4050.0,1215.0,7579.8,4399.4,3180.4,2638.0,1388.1,895.7,249.4,211.1,159.3,503.4,1529.4,1591.93,63501.0,65293.0,0.60485,0.97211,65.06093,4.24202,1.7,2.3,2.2,2.6,61.0,0.0,24.0,50.0,29.0,41.0,41.0,1052.0,1045.0,1088.0,1031.0,1123.0,1050.0,2722.0,1165.0,1186.0,213652.0
2020-04,192694.0,4.5,2.33,1105.22,0.25,-13.78302345,4.166666666666667,2859.6666666666665,70.46666666666667,4057.6666666666665,1216.0,3772.6,2607.1,1165.5,2212.0,389.8,106.0,41.5,43.6,33.0,185.8,759.0,1683.17,61317.666666666664,63097.666666666664,0.59938,0.95421,64.60001,4.24237,1.7,2.3666666666666667,2.2,2.8000000000000003,40.0,0.0,29.0,24.0,7.0,8.0,58.0,1050.3333333333333,1048.6666666666667,1090.0,1014.0,1077.6666666666667,1050.0,2713.3333333333335,1161.3333333333333,1185.3333333333333,212061.0
2020-05,194046.0,4.5,1.87,1093.91,0.25,-3.627972526,4.133333333333333,2855.3333333333335,70.23333333333333,4065.3333333333335,1217.0,6916.2,4434.1,2482.2,2319.7,1479.4,692.2,269.8,264.2,186.0,394.3,1305.9,1715.91,59134.333333333336,60902.333333333336,0.60849,0.93471,65.22156,4.32128,1.7,2.433333333333333,2.2,3.0,55.0,0.0,35.0,48.0,8.0,7.0,53.0,1048.6666666666667,1052.3333333333333,1092.0,997.0,1032.3333333333333,1050.0,2704.6666666666665,1157.6666666666667,1184.6666666666667,213406.0
2020-06,195087.0,4.44,1.65,1082.6,0.25,0.624870524,4.1,2851.0,70.0,4073.0,1218.0,7814.1,4783.7,3030.4,2182.0,1640.1,1014.3,322.4,343.4,222.2,466.1,1619.9,1732.22,56951.0,58707.0,0.64461,0.93446,69.32547,4.56759,1.7,2.5,2.2,3.2,51.0,0.0,21.0,41.0,7.0,0.0,35.0,1047.0,1056.0,1094.0,980.0,987.0,1050.0,2696.0,1154.0,1184.0,214458.0
2020-07,196334.0,4.43,1.49,1094.0733333333333,0.25,1.697662312,4.466666666666667,2854.3333333333335,70.03333333333333,4076.3333333333335,1220.3333333333333,8271.0,4965.4,3305.5,2257.9,1593.4,1199.7,355.0,347.2,229.7,517.8,1767.2,1846.51,59861.666666666664,60840.333333333336,0.65855,0.93694,70.31244,4.61613,1.7,2.4,2.2,3.066666666666667,41.0,0.0,30.0,31.0,5.0,0.0,46.0,1049.3333333333333,1060.3333333333333,1096.3333333333333,982.3333333333334,992.6666666666666,1052.0,2743.6666666666665,1156.3333333333333,1182.6666666666667,215708.0
2020-08,197508.0,4.43,1.3,1105.5466666666666,0.25,-0.991408916,4.833333333333333,2857.6666666666665,70.06666666666666,4079.6666666666665,1222.6666666666667,7527.2,4620.3,2906.9,2349.0,1400.6,958.8,273.9,237.8,190.5,463.2,1650.3,1968.63,62772.333333333336,62973.666666666664,0.65955,0.91675,69.93545,4.57194,1.7,2.3000000000000003,2.2,2.933333333333333,51.0,0.0,33.0,32.0,10.0,14.0,56.0,1051.6666666666667,1064.6666666666667,1098.6666666666667,984.6666666666666,998.3333333333334,1054.0,2791.3333333333335,1158.6666666666667,1181.3333333333333,217006.0
2020-09,200245.0,4.42,1.19,1117.02,0.25,1.475569507,5.2,2861.0,70.1,4083.0,1225.0,8092.3,4984.3,3108.0,2255.8,1626.4,1142.6,344.4,309.5,219.1,496.3,1695.3,1921.92,65683.0,65107.0,0.6672,0.92216,70.4712,4.54528,1.7,2.2,2.2,2.8,44.0,0.0,30.0,26.0,7.0,0.0,43.0,1054.0,1069.0,1101.0,987.0,1004.0,1056.0,2839.0,1161.0,1180.0,217580.0
2020-10,201641.0,4.41,0.93,1125.11,0.25,1.298757009,5.1000000000000005,2864.0,70.13333333333333,4085.0,1226.6666666666667,8551.4,5251.3,3300.1,2367.5,1741.3,1240.6,341.9,357.0,216.9,530.7,1752.8,1900.27,66857.66666666667,66868.0,0.6632,0.9304,69.81836,4.4708,1.7,2.2333333333333334,2.2,2.8,42.0,0.0,24.0,39.0,6.0,11.0,38.0,1055.6666666666667,1063.0,1102.6666666666667,994.6666666666666,1005.0,1058.0,2919.6666666666665,1161.3333333333333,1182.0,219484.0
2020-11,200978.0,4.4,0.85,1133.2,0.25,1.449645276,5.0,2867.0,70.16666666666667,4087.0,1228.3333333333333,8641.9,5360.2,3281.7,2327.9,1925.2,1174.1,338.7,387.1,214.5,508.4,1762.9,1866.3,68032.33333333333,68629.0,0.68555,0.94369,71.56393,4.5311,1.7,2.2666666666666666,2.2,2.8,40.0,0.0,24.0,30.0,8.0,0.0,59.0,1057.3333333333333,1057.0,1104.3333333333333,1002.3333333333334,1006.0,1060.0,3000.3333333333335,1161.6666666666667,1184.0,221632.0
2020-12,203088.0,4.39,0.83,1141.29,0.25,1.594425717,4.9,2870.0,70.2,4089.0,1230.0,9793.6,6015.2,3778.4,2730.1,2364.7,1291.9,381.8,519.5,227.8,558.8,1716.1,1858.42,69207.0,70390.0,0.70855,0.94287,73.56173,4.6371,1.7,2.3,2.2,2.8,26.0,0.0,21.0,25.0,3.0,0.0,39.0,1059.0,1051.0,1106.0,1010.0,1007.0,1062.0,3081.0,1162.0,1186.0,223637.0
2021-01,201927.0,4.38,0.82,1147.31,0.25,0.969469873,4.8,2874.0,70.26666666666667,4089.6666666666665,1231.6666666666667,8131.3,4994.2,3137.1,2297.7,1602.1,1250.8,297.6,333.2,202.6,524.5,1620.2,1866.98,68284.0,69788.0,0.71943,0.93117,74.62353,4.65557,1.7,2.3666666666666667,2.2,2.833333333333333,36.0,0.0,0.0,27.0,4.0,0.0,41.0,1062.0,1053.0,1109.3333333333333,1023.0,1031.3333333333333,1064.0,3180.3333333333335,1170.0,1190.6666666666667,225145.0
2021-02,201574.0,4.38,0.82,1153.33,0.25,0.805333943,4.7,2878.0,70.33333333333334,4090.3333333333335,1233.3333333333333,7469.1,4599.7,2869.4,2128.0,1428.9,1064.9,292.9,279.2,189.3,493.9,1589.4,1808.17,67361.0,69186.0,0.72439,0.9339,76.26806,4.67416,1.7,2.433333333333333,2.2,2.8666666666666667,38.0,0.0,24.0,30.0,8.0,11.0,72.0,1065.0,1055.0,1112.6666666666667,1036.0,1055.6666666666667,1066.0,3279.6666666666665,1178.0,1195.3333333333333,226762.0
2021-03,204772.0,4.38,0.82,1159.35,0.25,5.968589585,4.6,2882.0,70.4,4091.0,1235.0,8262.2,5136.6,3125.6,2328.4,1598.8,1148.1,342.1,317.4,220.1,547.3,1754.2,1718.23,66438.0,68584.0,0.7144,0.92645,77.59438,4.64678,1.7,2.5,2.2,2.9,48.0,0.0,21.0,36.0,5.0,14.0,47.0,1068.0,1057.0,1116.0,1049.0,1080.0,1068.0,3379.0,1186.0,1200.0,228895.0
2021-04,204937.0,4.38,0.83,1168.16,0.25,34.83268006,4.3999999999999995,2884.0,70.46666666666667,4091.6666666666665,1238.0,8219.0,5080.2,3138.8,2227.0,1628.0,1269.7,316.9,367.8,196.8,542.4,1667.9,1760.04,66692.66666666667,68833.33333333333,0.71255,0.92544,77.6549,4.64567,1.8666666666666667,2.7333333333333334,2.2,3.0666666666666664,40.0,0.0,0.0,23.0,5.0,0.0,54.0,1072.6666666666667,1062.3333333333333,1123.0,1056.6666666666667,1102.0,1072.0,3417.6666666666665,1198.0,1210.3333333333333,231074.0
2021-05,203980.0,4.37,0.82,1176.97,0.25,9.062910335,4.2,2886.0,70.53333333333333,4092.3333333333335,1241.0,8548.6,5308.2,3240.3,2299.2,1663.9,1272.3,345.9,386.8,216.9,547.0,1813.6,1850.26,66947.33333333333,69082.66666666667,0.72213,0.9305,78.84617,4.64588,2.033333333333333,2.966666666666667,2.2,3.2333333333333334,47.0,0.0,20.0,31.0,5.0,14.0,57.0,1077.3333333333333,1067.6666666666667,1130.0,1064.3333333333333,1124.0,1076.0,3456.3333333333335,1210.0,1220.6666666666667,233466.0
2021-06,205814.0,4.37,0.82,1185.78,0.25,5.420103589,4.0,2888.0,70.6,4093.0,1244.0,8347.0,5218.5,3128.6,2235.7,1630.6,1216.6,351.0,351.0,218.8,536.9,1803.2,1834.57,67202.0,69332.0,0.71133,0.93027,78.3216,4.56859,2.2,3.2,2.2,3.4,47.0,0.0,28.0,40.0,6.0,11.0,39.0,1082.0,1073.0,1137.0,1072.0,1146.0,1080.0,3495.0,1222.0,1231.0,235561.0
2021-07,206194.0,4.41,0.98,1186.4466666666667,0.25,4.760346527,3.7666666666666666,2896.6666666666665,70.76666666666667,4095.0,1247.3333333333333,8787.7,5541.0,3246.7,2327.2,1650.9,1330.6,375.6,351.8,229.0,568.4,1950.4,1807.84,66497.0,67754.0,0.69827,0.94062,76.98651,4.52118,2.466666666666667,3.166666666666667,2.466666666666667,3.533333333333333,44.0,0.0,25.0,38.0,9.0,15.0,61.0,1090.0,1082.6666666666667,1147.0,1087.0,1170.6666666666667,1087.3333333333333,3564.6666666666665,1228.6666666666667,1238.3333333333333,237790.0
2021-08,207060.0,4.41,1.01,1187.1133333333332,0.25,-0.768026405,3.533333333333333,2905.3333333333335,70.93333333333332,4097.0,1250.6666666666667,6674.7,4398.0,2276.7,2500.6,1039.8,728.2,207.2,190.7,125.7,408.6,1470.4,1785.28,65792.0,66176.0,0.697,0.95498,76.56024,4.51475,2.7333333333333334,3.1333333333333333,2.7333333333333334,3.6666666666666665,42.0,0.0,15.0,35.0,15.0,16.0,45.0,1098.0,1092.3333333333333,1157.0,1102.0,1195.3333333333333,1094.6666666666667,3634.3333333333335,1235.3333333333333,1245.6666666666667,238446.0
2021-09,209121.0,4.41,1.06,1187.78,0.25,-0.138517859,3.3,2914.0,71.1,4099.0,1254.0,6739.0,4522.5,2216.5,2390.8,1272.4,658.4,237.0,176.2,158.0,411.2,1432.0,1775.14,65087.0,64598.0,0.70576,0.96434,77.72575,4.55755,3.0,3.1,3.0,3.8,42.0,0.0,16.0,26.0,5.0,12.0,30.0,1106.0,1102.0,1167.0,1117.0,1220.0,1102.0,3704.0,1242.0,1253.0,240263.0
2021-10,210383.0,4.56,1.32,1195.5866666666666,0.5,0.931519213,3.2666666666666666,2913.3333333333335,71.06666666666666,4099.666666666667,1256.6666666666667,7841.0,5229.4,2611.7,2523.9,1556.5,970.5,260.7,237.5,201.1,502.3,1585.4,1776.85,67036.33333333333,67086.0,0.70396,0.95243,79.60247,4.52621,3.0,3.3000000000000003,3.3333333333333335,4.033333333333333,54.0,0.0,32.0,42.0,14.0,35.0,48.0,1111.3333333333333,1099.3333333333333,1174.6666666666667,1131.6666666666667,1251.3333333333333,1106.3333333333333,3776.0,1247.0,1259.3333333333333,242384.0
2021-11,211961.0,4.64,1.4,1203.3933333333334,0.75,2.196961222,3.2333333333333334,2912.6666666666665,71.03333333333333,4100.333333333333,1259.3333333333333,8753.7,5849.3,2904.5,2473.4,2092.0,959.8,308.7,382.7,229.9,543.5,1759.9,1821.76,68985.66666666667,69574.0,0.70257,0.96034,80.19028,4.48976,3.0,3.5,3.6666666666666665,4.266666666666667,53.0,0.0,22.0,44.0,13.0,35.0,37.0,1116.6666666666667,1096.6666666666667,1182.3333333333333,1146.3333333333333,1282.6666666666667,1110.6666666666667,3848.0,1252.0,1265.6666666666667,243132.0
2021-12,216679.0,4.78,1.48,1211.2,0.75,2.452598553,3.2,2912.0,71.0,4101.0,1262.0,10199.6,6736.8,3462.8,2897.7,2513.0,1222.1,392.7,542.2,246.9,614.5,1767.9,1790.43,70935.0,72062.0,0.67845,0.94922,77.2247,4.32057,3.0,3.7,4.0,4.5,37.0,0.0,19.0,28.0,4.0,11.0,46.0,1122.0,1094.0,1190.0,1161.0,1314.0,1115.0,3920.0,1257.0,1272.0,245091.0
2022-01,215671.0,4.78,1.48,1218.77,0.75,2.52414636,3.2,2912.0,71.0,4101.666666666667,1265.3333333333333,8527.7,5633.0,2894.7,2512.2,1697.1,1224.1,296.1,339.3,209.1,588.6,1658.8,1816.02,69546.33333333333,71023.66666666667,0.67435,0.93906,77.43726,4.28557,3.966666666666667,4.633333333333334,4.333333333333333,5.1,47.0,0.0,32.0,39.0,9.0,14.0,59.0,1128.6666666666667,1105.3333333333333,1197.3333333333333,1173.6666666666667,1352.3333333333333,1120.6666666666667,3895.3333333333335,1271.3333333333333,1283.0,246338.0
2022-02,216533.0,4.83,1.6,1226.34,1.0,1.728881693,3.2,2912.0,71.0,4102.333333333333,1268.6666666666667,7572.3,4979.4,2592.9,2210.1,1482.9,969.5,296.3,259.4,196.9,531.8,1622.2,1856.3,68157.66666666667,69985.33333333333,0.66686,0.93156,76.84289,4.23264,4.933333333333334,5.566666666666666,4.666666666666667,5.7,61.0,0.0,39.0,34.0,20.0,37.0,68.0,1135.3333333333333,1116.6666666666667,1204.6666666666667,1186.3333333333333,1390.6666666666667,1126.3333333333333,3870.6666666666665,1285.6666666666667,1294.0,247409.0
2022-03,218862.0,4.99,1.88,1233.91,1.0,1.415646357,3.2,2912.0,71.0,4103.0,1272.0,8380.2,5569.6,2810.5,2423.7,1630.3,998.6,321.5,282.4,222.9,580.3,1915.1,1947.83,66769.0,68947.0,0.68594,0.93152,81.31478,4.35108,5.9,6.5,5.0,6.3,53.0,0.0,38.0,39.0,10.0,15.0,54.0,1142.0,1128.0,1212.0,1199.0,1429.0,1132.0,3846.0,1300.0,1305.0,248423.0
2022-04,219449.0,5.36,2.15,1242.756666666667,1.5,0.782719588,3.2333333333333334,2909.6666666666665,70.96666666666667,4102.0,1276.6666666666667,8478.6,5602.4,2876.2,2369.3,1654.5,1211.4,311.4,356.2,202.2,563.8,1807.2,1936.86,67091.66666666667,69313.0,0.67824,0.91798,85.41288,4.3545,6.266666666666667,7.166666666666667,5.666666666666667,6.566666666666666,64.0,0.0,46.0,47.0,25.0,23.0,56.0,1148.3333333333333,1133.0,1221.3333333333333,1208.3333333333333,1458.6666666666667,1137.0,3791.0,1313.3333333333333,1315.3333333333333,249397.0
2022-05,220128.0,5.46,2.31,1251.6033333333337,2.0,1.182295548,3.2666666666666666,2907.3333333333335,70.93333333333334,4101.0,1281.3333333333333,8831.5,5866.1,2965.4,2379.6,1635.5,1211.8,349.3,365.1,217.6,615.2,2053.8,1848.5,67414.33333333333,69679.0,0.64037,0.9085,82.53741,4.28877,6.633333333333334,7.833333333333333,6.333333333333333,6.833333333333333,73.0,0.0,50.0,63.0,26.0,48.0,67.0,1154.6666666666667,1138.0,1230.6666666666667,1217.6666666666667,1488.3333333333333,1142.0,3736.0,1326.6666666666667,1325.6666666666667,250331.0
2022-06,222389.0,5.85,2.77,1260.45,2.0,0.932460727,3.3,2905.0,70.9,4100.0,1286.0,8608.4,5729.4,2879.0,2300.3,1609.4,1209.1,341.2,355.0,210.4,616.0,1962.9,1836.57,67737.0,70045.0,0.63521,0.90396,85.10075,4.25578,7.0,8.5,7.0,7.1,67.0,0.0,61.0,48.0,16.0,24.0,46.0,1161.0,1143.0,1240.0,1227.0,1518.0,1147.0,3681.0,1340.0,1336.0,251175.0
2022-07,223204.0,6.23,2.89,1271.4333333333334,2.5,0.718034695,3.3,2919.0,71.13333333333334,4104.333333333333,1290.6666666666667,8874.7,5918.6,2956.1,2405.6,1606.6,1319.1,362.5,346.9,217.8,604.9,2007.8,1732.74,68426.66666666667,69919.66666666667,0.61999,0.90413,84.78014,4.17371,7.0,8.2,7.0,7.066666666666666,64.0,0.0,72.0,45.0,22.0,23.0,64.0,1169.3333333333333,1158.6666666666667,1249.6666666666667,1234.0,1495.0,1156.6666666666667,3636.6666666666665,1343.6666666666667,1343.3333333333333,251914.0
2022-08,223846.0,6.71,3.0,1282.4166666666667,3.0,6.842212161,3.3,2933.0,71.36666666666666,4108.666666666667,1295.3333333333333,8900.7,5910.9,2989.8,2423.9,1573.8,1278.2,366.6,314.5,218.4,580.2,2141.6,1764.56,69116.33333333333,69794.33333333333,0.62645,0.90039,84.62715,4.26035,7.0,7.9,7.0,7.033333333333333,66.0,0.0,55.0,41.0,20.0,21.0,63.0,1177.6666666666667,1174.3333333333333,1259.3333333333333,1241.0,1472.0,1166.3333333333333,3592.3333333333335,1347.3333333333333,1350.6666666666667,252672.0
2022-09,224962.0,6.78,3.39,1293.4,3.0,5.215344242,3.3,2947.0,71.6,4113.0,1300.0,9000.0,6003.2,2996.8,2437.1,1652.0,1327.0,365.3,340.6,215.5,583.4,2076.1,1680.78,69806.0,69669.0,0.59521,0.88839,85.06134,4.17384,7.0,7.6,7.0,7.0,57.0,0.0,61.0,37.0,13.0,27.0,44.0,1186.0,1190.0,1269.0,1248.0,1449.0,1176.0,3548.0,1351.0,1358.0,253680.0
2022-10,225237.0,7.2,3.71,1300.7733333333333,3.5,3.890487431,3.333333333333333,2954.0,71.66666666666666,4120.0,1304.6666666666667,9506.5,6359.3,3147.2,2602.2,1827.4,1414.4,366.7,382.8,223.7,603.1,2083.5,1664.45,70899.66666666667,71349.33333333333,0.5686,0.89352,83.55527,4.08002,7.166666666666667,8.166666666666666,7.0,7.166666666666667,77.0,19.0,75.0,54.0,23.0,38.0,52.0,1191.6666666666667,1197.0,1274.3333333333333,1251.6666666666667,1414.3333333333333,1183.0,3526.6666666666665,1353.3333333333333,1362.0,254678.0
