date,y_true,y_pred
2024-09-01,252804,251312.71507220675
2024-10-01,254519,251641.26513049484
2024-11-01,255452,252981.05819556402
2024-12-01,259102,255526.075007024
2025-01-01,258392,255787.6036605487
2025-02-01,258651,253311.60691537304
2025-03-01,259664,260022.7872779486
2025-04-01,262134,258885.26157088391
2025-05-01,262271,264442.82147297007
2025-06-01,263142,265249.4546475977
2025-07-01,265225,266499.22250810475
2025-08-01,264548,268323.75677342206
