date,y_true,y_pred
2024-09-01,252804,250027.2489741808
2024-10-01,254519,252957.09345135928
2024-11-01,255452,251136.4459432089
2024-12-01,259102,258381.63979041617
2025-01-01,258392,255995.5094314877
2025-02-01,258651,259059.15421172092
2025-03-01,259664,260719.46610144293
2025-04-01,262134,261898.6829816207
2025-05-01,262271,264032.9026314933
2025-06-01,263142,265315.4458157948
2025-07-01,265225,266241.1849008316
2025-08-01,264548,264480.0791905773
