date,y_true,y_pred
2024-09-01,252804,252328.93402850564
2024-10-01,254519,252603.1368512674
2024-11-01,255452,255739.45388729117
2024-12-01,259102,258362.20412821454
2025-01-01,258392,258270.39176718745
2025-02-01,258651,258919.43954059648
2025-03-01,259664,261375.33774159194
2025-04-01,262134,262194.4279855075
2025-05-01,262271,261751.8075592859
2025-06-01,263142,265397.6321677219
2025-07-01,265225,264864.6176199463
2025-08-01,264548,264666.10048308375
