date,y_true,y_pred
2020-02-01,184486,185562.15301302107
2020-08-01,197508,191375.55220581853
2021-02-01,201574,190081.2253901621
2021-08-01,207060,214902.6366438904
2022-02-01,216533,216813.08615691325
2022-08-01,223846,218640.20402172045
2023-02-01,227845,235067.22848663048
2023-08-01,235859,240755.6542808665
2024-02-01,241521,239094.66315865755
2024-08-01,249292,246739.02374966358
