date,y_true,y_pred
2020-02-01,184486,186800.38905155612
2020-08-01,197508,187431.11602070072
2021-02-01,201574,206515.08284083832
2021-08-01,207060,210083.63423433126
2022-02-01,216533,211702.90863331934
2022-08-01,223846,226751.33872580575
2023-02-01,227845,232004.8568554644
2023-08-01,235859,233498.44698256307
2024-02-01,241521,240112.86203914153
2024-08-01,249292,247904.76405389368
