date,y_true,y_pred
2020-02-01,184486,186767.10169409556
2020-08-01,197508,194218.35239878856
2021-02-01,201574,207770.78107931724
2021-08-01,207060,210111.59027524525
2022-02-01,216533,213351.8482561892
2022-08-01,223846,225736.429202345
2023-02-01,227845,229634.2179999068
2023-08-01,235859,233736.95757645136
2024-02-01,241521,241558.4124289717
2024-08-01,249292,249395.2621095386
