date,y_true,y_pred
2024-09-01,252804,250055.4940060176
2024-10-01,254519,254972.342174478
2024-11-01,255452,253365.56605026626
2024-12-01,259102,255900.19036631886
2025-01-01,258392,257017.67202887873
2025-02-01,258651,253979.49495966858
2025-03-01,259664,258440.5447461914
2025-04-01,262134,258332.9779139424
2025-05-01,262271,260011.53364415132
2025-06-01,263142,260301.87471520546
2025-07-01,265225,263725.3072540508
2025-08-01,264548,260287.96662869983
